,names,scores,logfoldchanges,pvals,pvals_adj
76,SLC38A1,23.253963,0.9458899,1.2970935364711267e-119,1.432979526006197e-117
77,GOLGB1,23.183386,1.1005337,6.69836471650329e-119,7.350097499730637e-117
78,ZNF292,22.848919,0.6997401,1.4979844681124139e-115,1.5695011459448775e-113
79,CSDE1,22.751451,0.5153662,1.388317326569858e-114,1.4452739348393907e-112
80,OIP5-AS1,22.675835,1.0150411,7.759764921140356e-114,7.925697001215056e-112
81,APC,22.586294,0.8070634,5.910144413370303e-113,5.8524844678740066e-111
82,ZDBF2,22.546263,1.3329409,1.4611903263846728e-112,1.4381655091204297e-110
83,SPEN,22.531067,1.149707,2.0593210874961429e-112,2.01466111210466e-110
84,MACF1,22.424759,0.8844531,2.2571612594928044e-111,2.169011766518529e-109
85,ZNF138,22.376009,1.1065335,6.741676335462934e-111,6.440283746348121e-109
86,ATF7IP,22.329926,1.1549329,1.8924370287135877e-110,1.797261833117466e-108
87,WSB1,22.26113,0.74498326,8.800253150427914e-110,8.30907623040403e-108
88,ASXL3,22.194706,0.98778456,3.8637238401197254e-109,3.60614225077841e-107
89,EIF4B,22.183681,0.6763508,4.936921990004361e-109,4.581463606724047e-107
90,ARHGAP5,22.10189,1.1363839,3.0310110949196657e-108,2.780995490479964e-106
91,TET2,21.995953,1.3999791,3.148580893001534e-107,2.840719650130273e-105
92,SOGA3,21.958069,0.79422253,7.251531333095423e-107,6.506346345274568e-105
93,RLF,21.94579,1.0480512,9.500453889916564e-107,8.477328086387088e-105
94,TM9SF3,21.926786,1.0037714,1.4426308432277724e-106,1.2802363330065039e-104
95,FTX,21.895693,1.0592797,2.8553380963922463e-106,2.5201462329027218e-104
96,DDX17,21.814016,0.64280546,1.7080045905231917e-105,1.4912900295750878e-103
97,GTF2I,21.762024,0.5848014,5.314968400938411e-105,4.591228022938287e-103
98,AKAP6,21.75169,1.0452754,6.658192068197332e-105,5.721113184525114e-103
99,PAK2,21.751049,0.64425904,6.7517653043600855e-105,5.770982554884621e-103
100,TRIP12,21.708267,1.3160156,1.7140170276642467e-104,1.4573631690715898e-102
101,SEPTIN7,21.665861,0.44713277,4.307836807652813e-104,3.624832629859155e-102
102,PREPL,21.640135,0.9015395,7.528199289033476e-104,6.301956518242456e-102
103,SMCHD1,21.621132,1.1042304,1.136539960253276e-103,9.417045384955715e-102
104,NCAM1,21.611471,0.5356132,1.4011298347530459e-103,1.1550430718979423e-101
105,SHOC2,21.577232,1.1617913,2.9393927772080006e-103,2.3987808392893432e-101
106,ASH1L,21.550482,0.987835,5.239929639608643e-103,4.254822867362218e-101
107,AZIN1,21.472542,0.8945333,2.812134340305864e-102,2.249707472244691e-100
108,NF1,21.457191,1.1187682,3.912363361054714e-102,3.1145480874278703e-100
109,MARCH7,21.426245,1.0581583,7.607388009876069e-102,6.026535672214017e-100
110,ARL5B,21.405075,1.2910187,1.1982784421946353e-101,9.446622282155765e-100
111,TRIM2,21.372503,0.89590997,2.4086549260628988e-101,1.880603653810648e-99
112,USP34,21.302132,0.94287556,1.0847140724135469e-100,8.38845549333143e-99
113,LRPPRC,21.298676,0.99836963,1.1677606837326333e-100,8.987883177164911e-99
114,COPS2,21.286503,0.9156971,1.5141559166977254e-100,1.1544550275667165e-98
115,LBH,21.285812,0.83110845,1.5365929488259163e-100,1.166087359295929e-98
116,ZMYM2,21.285156,1.0137633,1.5582698957642095e-100,1.1770373538237564e-98
117,CYP51A1,21.23717,0.8730268,4.332253395366408e-100,3.242202541048408e-98
118,PRPF4B,21.161781,1.07284,2.1494601857007645e-99,1.6012492392559824e-97
119,AKT3,21.061474,1.0454661,1.7950621379441675e-98,1.3131445549645622e-96
120,ZMYM4,20.957823,1.2360998,1.5920221843481543e-97,1.1440017820271694e-95
121,PTPN11,20.905724,1.1041026,4.749420061423729e-97,3.3829202542772524e-95
122,HECTD4,20.89328,1.0557941,6.163793003104474e-97,4.371178968140465e-95
123,MALAT1,20.857769,0.7084861,1.2957571780683003e-96,9.149172422534433e-95
124,ARGLU1,20.798922,0.8377508,4.4264448797200045e-96,3.111924885136488e-94
125,BPTF,20.796337,0.7159003,4.67157774856907e-96,3.2701044239983487e-94
126,CCSER1,20.794802,2.083039,4.823460180648699e-96,3.3619310443663034e-94
127,CUL3,20.783096,0.89840853,6.1558024081568016e-96,4.2722320986524127e-94
128,CCDC88A,20.758413,0.7042419,1.0290955935719516e-95,7.111707421109997e-94
129,EPB41,20.74569,0.99363637,1.3408778917047459e-95,9.227058034442828e-94
130,KDM5B,20.71544,0.5760599,2.51392766303296e-95,1.7226238501120368e-93
131,SYT11,20.71279,0.6991504,2.6561943944477817e-95,1.812462057387898e-93
132,AGTPBP1,20.673782,1.100507,5.965275840359154e-95,4.0197543422171225e-93
133,GPATCH2L,20.662569,1.0687183,7.525109351076923e-95,5.049908093449968e-93
134,AGFG1,20.578917,1.2786238,4.240554568279625e-94,2.8340167155909922e-92
135,GPBP1,20.564962,0.7029776,5.65444179548338e-94,3.763448145846315e-92
136,XPO1,20.56034,0.94796604,6.219526133671192e-94,4.1226573228906186e-92
137,OPA1,20.550795,1.1050528,7.571497142849314e-94,4.998419252027352e-92
138,HSPA5,20.52694,0.907054,1.237257638046037e-93,8.134843741646818e-92
139,YEATS2,20.482744,1.2675277,3.068692876997327e-93,2.0094988839692173e-91
140,VEZT,20.482285,0.86506647,3.097791454842946e-93,2.020406956893552e-91
141,GATAD2B,20.398008,1.1773688,1.7416761143743726e-92,1.1313928038975924e-90
142,TMEM30A,20.362194,1.0966806,3.620053101824371e-92,2.3422176244473224e-90
143,KIAA1109,20.343822,1.1777127,5.266084758193547e-92,3.393699066391397e-90
144,USP15,20.224174,1.0304732,5.998512987726002e-91,3.805306676588683e-89
145,SRRM2,20.217724,0.44631344,6.836618499426035e-91,4.320104452555596e-89
146,SUPT16H,20.194887,0.6082706,1.0857470906582203e-90,6.834315020267247e-89
147,ADD1,20.175991,0.93064564,1.5914189779009905e-90,9.97862710467648e-89
148,NSD3,20.173988,0.47250533,1.657206090458879e-90,1.0311504562855248e-88
149,HBS1L,20.134161,0.9925926,3.7054130699858945e-90,2.296790391472173e-88
150,MAPT,20.097534,0.5018414,7.75533946022138e-90,4.788848396729856e-88
151,TIAL1,20.010252,0.9738372,4.483767182866042e-89,2.7581961761266865e-87
152,SPECC1L,19.993908,1.1942129,6.222523094873377e-89,3.8133500022922127e-87
153,CDC42BPB,19.96875,1.0895945,1.0299994186933826e-88,6.288417503601704e-87
154,KMT2C,19.95289,0.9963316,1.4146840096106285e-88,8.572562804506198e-87
155,APP,19.934036,0.5508224,2.062424310336418e-88,1.24512159107299e-86
156,PSAP,19.908958,0.6423975,3.403175718170716e-88,2.0469471727071267e-86
157,SENP7,19.86166,1.0118941,8.737337259277365e-88,5.2359541361868786e-86
158,TMPO,19.797413,0.76254267,3.1338430322357817e-87,1.8574310526828136e-85
159,ZNF254,19.678389,1.0273969,3.30342802019688e-86,1.9437561973912076e-84
160,CCNG2,19.659483,0.9932253,4.795819777511487e-86,2.801586805280092e-84
161,TAX1BP1,19.63274,0.65968215,8.121415813650035e-86,4.71042117191702e-84
162,RAB21,19.611168,1.0342321,1.2414745271265014e-85,7.174927516204407e-84
163,CLSTN1,19.606464,0.8639145,1.3617472287143812e-85,7.842118792312606e-84
164,MTSS1,19.584005,0.8819554,2.11698045857636e-85,1.214832602377388e-83
165,FER,19.4973,1.2991484,1.1573485410249165e-84,6.594856247805139e-83
166,HMGCS1,19.477074,0.954976,1.7182560612489062e-84,9.756810641497286e-83
167,MYH10,19.463915,0.87461936,2.2214967004657225e-84,1.257042035385482e-82
168,PPFIA2,19.413982,0.9960509,5.878931299490575e-84,3.3150640383238517e-82
169,DYNC1H1,19.40268,0.5052509,7.325272175397701e-84,4.116346717247705e-82
170,PLEKHA8,19.394167,1.2934015,8.644225770954043e-84,4.840766431734264e-82
171,TMOD2,19.37784,1.0351666,1.187269485814972e-83,6.625861322898676e-82
172,NCKAP1,19.366217,1.0014359,1.4879811386618913e-83,8.275621127352437e-82
173,RIOK3,19.346384,0.78007144,2.186520053541527e-83,1.2119141866728463e-81
174,CEP350,19.341656,1.1139177,2.3965146384346868e-83,1.3237890383734459e-81
175,MAP4K4,19.272762,0.69709444,9.094995092326318e-83,4.989956766870926e-81
176,KDM3A,19.258848,0.9861248,1.1899514080681589e-82,6.506670325598283e-81
177,TAOK1,19.235504,0.8437608,1.8672131211945366e-82,1.0175684928925931e-80
178,CKAP5,19.225267,0.94946647,2.274636137710419e-82,1.23133636254724e-80
179,SCARB2,19.105776,0.8071526,2.260447467635664e-81,1.2155518832583836e-79
180,UBE3A,19.098831,0.8086382,2.582038458196518e-81,1.383904440960774e-79
181,NRCAM,19.09586,1.1275204,2.733223485755965e-81,1.4601167568643705e-79
182,EPM2AIP1,19.072218,0.75585985,4.296809847663735e-81,2.28787514511669e-79
183,BIRC6,19.046732,1.037661,6.993510870231149e-81,3.6874875497582424e-79
184,CCDC82,19.01131,0.7723525,1.3747274851387766e-80,7.178641272879013e-79
185,HMGCR,18.965187,0.8361267,3.308461733522929e-80,1.7165948419301075e-78
186,MORC2,18.935513,1.211926,5.814601427070402e-80,3.00729704380966e-78
187,SEPTIN2,18.924965,0.8070117,7.103605882202276e-80,3.650713909081169e-78
188,TMF1,18.910173,0.89245194,9.404661695919592e-80,4.802883834645729e-78
189,N4BP2L2,18.875738,0.6496052,1.8058116459580986e-79,9.193222924877594e-78
190,PPP4R3A,18.862604,1.0196437,2.3152653302225678e-79,1.1713367278135359e-77
191,BZW1,18.832504,0.49101922,4.089565538615846e-79,2.0625634890410353e-77
192,TNKS,18.808363,0.921179,6.449905234302343e-79,3.232915463119446e-77
193,REV3L,18.796461,0.8891419,8.072707851232959e-79,4.033870015508408e-77
194,NUDT21,18.789164,0.7815432,9.262870166739988e-79,4.614386856069245e-77
195,ADAR,18.765646,0.91724414,1.4423479892974152e-78,7.163220595165144e-77
196,CAMSAP2,18.726425,0.9534124,3.014945122223886e-78,1.492765511735241e-76
197,FCHSD2,18.725695,1.2970434,3.0565932112695117e-78,1.5087864362011208e-76
198,RBM25,18.712282,0.6946703,3.9317603626489207e-78,1.929057048018685e-76
199,MYO5A,18.662842,1.0994824,9.930728768805302e-78,4.857681783295123e-76
200,NUFIP2,18.655396,0.96201706,1.141525715515283e-77,5.567080366356815e-76
201,SMARCAD1,18.652819,0.9295069,1.197916547409742e-77,5.824600218543177e-76
202,NPEPPS,18.61803,0.8670516,2.2949862260971304e-77,1.109243342613613e-75
203,LBR,18.60905,1.0483685,2.7138253365197247e-77,1.3077900138006033e-75
204,CCNT2,18.606367,1.0272484,2.853223552805948e-77,1.3708979437150472e-75
205,NEAT1,18.594341,0.9845801,3.570735365416189e-77,1.7105823697451002e-75
206,PNPLA8,18.590147,0.835767,3.8612170152950064e-77,1.8442989508350267e-75
207,NRDC,18.588726,0.81252986,3.964805821086604e-77,1.8882242385468168e-75
208,ATXN2,18.579977,0.8810121,4.667129156482189e-77,2.2162040205049926e-75
209,THRA,18.53931,0.7665445,9.948823956850767e-77,4.696770379629548e-75
210,AP1G1,18.51989,1.2045108,1.4272979463717124e-76,6.718643086688873e-75
211,XPR1,18.446383,0.81646967,5.575539372046994e-76,2.6094166974652214e-74
212,MARK3,18.429882,0.95078623,7.564704103456559e-76,3.5301952482797276e-74
213,TCEA1,18.410034,0.6181162,1.0915342005036745e-75,5.079230778274978e-74
214,BAZ2B,18.407629,0.8581421,1.1410961636696095e-75,5.279601623360245e-74
215,HDGFL3,18.395603,0.45780095,1.4246532040249889e-75,6.535697184566616e-74
216,ILF3,18.358616,0.6679474,2.816958286538706e-75,1.2886592274193967e-73
217,EXOC5,18.306713,0.90671265,7.315441849904343e-75,3.327808841525113e-73
218,LCOR,18.304087,0.7937248,7.676882928087279e-75,3.482474266819481e-73
219,TNKS2,18.24537,1.0745808,2.252044095197873e-74,1.0159221140559294e-72
220,GOLGA4,18.242243,0.92983496,2.384681326382076e-74,1.0727763085995821e-72
221,ACSL4,18.226433,0.83197165,3.1842174099706314e-74,1.428499744141521e-72
222,ARMCX4,18.17334,1.4170158,8.392952301259874e-74,3.744547949792867e-72
223,ACSL3,18.163319,0.87943935,1.007478261647958e-73,4.4825882107295445e-72
224,RBM33,18.140318,0.9229489,1.531440427074396e-73,6.795243862209888e-72
225,SLC8A1,18.113049,0.9487053,2.5143079664312874e-73,1.112598402584308e-71
226,ANK2,18.040913,0.79317534,9.299679913046404e-73,4.097733845490046e-71
227,INA,18.040846,0.4223628,9.310737616907801e-73,4.097733845490046e-71
228,CASK,18.019997,0.75013393,1.3575236586890637e-72,5.958428166786593e-71
229,WBP11,17.992687,0.72714365,2.223140088843459e-72,9.73148114361665e-71
230,ZNF708,17.933495,1.1781526,6.458942540919458e-72,2.8046317343457753e-70
231,NFAT5,17.922808,1.2927032,7.82767867929143e-72,3.3899067133784755e-70
232,LCORL,17.90827,1.0873172,1.016466076506587e-71,4.378623098797605e-70
233,NBEA,17.86736,0.9188758,2.1178927743334052e-71,9.099094882321296e-70
234,CTTNBP2NL,17.842674,0.91392976,3.2953531928991986e-71,1.412045800862348e-69
235,PAXBP1,17.840902,1.0835459,3.4016019322853368e-71,1.453737246850365e-69
236,MIA3,17.835386,0.84748524,3.75448719925395e-71,1.5961484847090092e-69
237,CCNL2,17.835016,1.1266146,3.779381428300045e-71,1.6025366682922384e-69
238,TRIM24,17.825708,0.8282283,4.464035700864487e-71,1.883011422910111e-69
239,PRPF8,17.8043,0.7993404,6.544530662639028e-71,2.746335347836119e-69
240,PIK3C2A,17.759645,1.0991218,1.4514839226154544e-70,6.059665527834185e-69
241,RLIM,17.756887,1.0510606,1.5245806969164755e-70,6.34851038921117e-69
242,DHX9,17.692877,0.8126966,4.758269219604114e-70,1.9712829624074187e-68
243,SACS,17.600252,1.1366086,2.452319940624031e-69,1.0108039552216817e-67
244,BTBD8,17.498186,0.9292891,1.4790400521702944e-68,6.065558193748884e-67
245,PRRC2C,17.494377,0.4839716,1.581302536801314e-68,6.468602820567592e-67
246,DPYSL3,17.486317,0.49866912,1.8215596638168105e-68,7.431169505965713e-67
247,ANKLE2,17.486185,1.0815619,1.8257614734484728e-68,7.431169505965713e-67
248,RAB6A,17.485964,0.723518,1.8328739455301363e-68,7.441468218852353e-67
249,CCDC6,17.464851,1.0614277,2.653908866789758e-68,1.0694660048800414e-66
250,SMAP2,17.411036,0.6770832,6.804119253015586e-68,2.7283678189869903e-66
251,ATRX,17.410116,0.59192574,6.914268863834199e-68,2.7657075455336796e-66
252,TNRC6B,17.385632,0.5474198,1.0601464523371112e-67,4.230166679595746e-66
253,CSRNP3,17.366465,0.60902536,1.4807510218165945e-67,5.893969753505268e-66
254,PURG,17.310818,1.4188963,3.8983786517050985e-67,1.5441382756997757e-65
255,AFDN,17.196234,0.66884863,2.833573439157826e-66,1.1142187082790097e-64
256,ZNF451,17.196062,0.9579713,2.842013670685379e-66,1.114838212848564e-64
257,ZNF207,17.173956,0.8617188,4.160671274471341e-66,1.624262055226312e-64
258,HIST1H1C,17.167727,1.0197079,4.6321275816765854e-66,1.803974866341193e-64
259,CHD4,17.12757,0.5494135,9.243568969099023e-66,3.582710263918094e-64
260,LIN7C,17.110678,0.717332,1.23555491660631e-65,4.766131079735505e-64
261,FSIP2,17.102911,1.3284997,1.4117222568530256e-65,5.432788969500743e-64
262,AKAP11,17.098503,1.0072577,1.5226409736640832e-65,5.8457894591736904e-64
263,ADGRB3,17.093472,1.1005906,1.659909449959896e-65,6.357766383808658e-64
264,HUWE1,17.069174,0.83379745,2.517349508647151e-65,9.596656342823882e-64
265,ZNF33A,17.04216,0.8470848,3.996935122186806e-65,1.5201458169628507e-63
266,JAKMIP2,17.011017,0.68853784,6.804664012810384e-65,2.575938078509106e-63
267,PHF6,17.003777,0.7114872,7.699564398849154e-65,2.907928507844425e-63
268,ENAH,16.979677,0.64163244,1.161246031056763e-64,4.365424894528202e-63
269,SERINC1,16.974308,0.52601564,1.2724534694736477e-64,4.772435183430032e-63
270,ROCK1,16.945545,0.89992255,2.076006489669393e-64,7.768282348440309e-63
271,UBQLN1,16.93177,0.77851164,2.6236491072438338e-64,9.794956667043648e-63
272,COPA,16.920591,0.80738217,3.172302972640577e-64,1.1789061847982371e-62
273,FYTTD1,16.892797,0.89348304,5.08349098483411e-64,1.880544273205147e-62
274,CAMSAP1,16.882347,0.96965456,6.068305188655281e-64,2.239756278721858e-62
275,TRIM44,16.854076,0.68895787,9.792460957750117e-64,3.597953980856604e-62
276,SETD5,16.836601,0.7628468,1.3158034941064283e-63,4.823622741374356e-62
277,SCRN1,16.813387,0.9086438,1.9471948616372804e-63,7.090234204706151e-62
278,BICD1,16.77149,0.88594013,3.9448526548757285e-63,1.4332082128676025e-61
279,SHTN1,16.768963,0.729023,4.11632347537668e-63,1.4921672598240466e-61
280,FARP1,16.730177,0.76189333,7.900288675433516e-63,2.851126401978673e-61
281,TP53BP1,16.721632,0.83985513,9.118736984083229e-63,3.283554071430413e-61
282,MAPK10,16.717438,0.6315728,9.783641399868433e-63,3.515184432165119e-61
283,EP300,16.711946,1.0960938,1.0727678212165563e-62,3.845860798356926e-61
284,ESCO1,16.677732,1.0110143,1.9030580544487735e-62,6.807414714592088e-61
285,HSP90AB1,16.676542,0.36622685,1.941348384727689e-62,6.92912038856652e-61
286,AFF4,16.675419,0.80092204,1.978231150203401e-62,7.045279359496322e-61
287,HSP90B1,16.661694,0.7364044,2.4887778615782358e-62,8.84414714924082e-61
288,TRIM33,16.646055,0.79221106,3.232144377373491e-62,1.1460704080468449e-60
289,NLN,16.636616,1.0489099,3.784071879101936e-62,1.335941898187292e-60
290,FAM199X,16.629457,1.0210168,4.264329451418374e-62,1.5022279889595313e-60
291,FRYL,16.583366,1.0960313,9.193050972708736e-62,3.2245172310321787e-60
292,YWHAZ,16.553078,0.41173515,1.5212349062840765e-61,5.312872016785678e-60
293,MGAT5,16.52874,1.1657144,2.278602197042983e-61,7.940879759651941e-60
294,ZNF532,16.51871,1.043839,2.6909977358295385e-61,9.337992143134979e-60
295,R3HDM2,16.46866,0.79081285,6.161951906852822e-61,2.1291510418572306e-59
296,TPR,16.435678,0.5996041,1.0622868745392197e-60,3.6627471003220654e-59
297,ZBTB41,16.420328,1.0463605,1.3682349568410384e-60,4.7076558684530645e-59
298,LRRTM2,16.409805,1.1635123,1.6272636205444422e-60,5.587053107323835e-59
299,SMG1,16.404436,0.9626228,1.7776719442067058e-60,6.090589108421287e-59
300,CNTN1,16.389776,1.0907807,2.2627519456945842e-60,7.736229810122115e-59
301,ZNF445,16.379728,0.9943944,2.6692902683464984e-60,9.106990327299818e-59
302,ARFGEF1,16.368221,1.2007422,3.2250504114675933e-60,1.0980045845332016e-58
303,CCSER2,16.352633,0.74776375,4.165855298021241e-60,1.4153449799134927e-58
304,SGIP1,16.336102,0.8472218,5.463728125452559e-60,1.848561349111449e-58
305,XRN1,16.331562,1.1698577,5.885854522556718e-60,1.987240695349711e-58
306,RIMS1,16.298227,1.2015902,1.0159776331209924e-59,3.416040737450293e-58
307,OSBPL8,16.257668,0.6760419,1.9709851614598352e-59,6.613388227708207e-58
308,WASF1,16.253769,0.7450232,2.1004543771266673e-59,7.033274038048881e-58
309,CEP95,16.252996,1.0605385,2.127062664407995e-59,7.107715569955934e-58
310,TSPYL4,16.212645,0.6165749,4.105210095533948e-59,1.3661600809727728e-57
311,RAD21,16.194504,0.5557796,5.51414049034204e-59,1.8312810135614466e-57
312,TACC2,16.178652,0.92497915,7.133890623257478e-59,2.364375177993907e-57
313,ARHGEF12,16.174286,0.82671094,7.658120419901331e-59,2.532950623608913e-57
314,BRD1,16.169878,0.89899975,8.22619502793896e-59,2.715313155563592e-57
315,MYEF2,16.137955,0.66654915,1.3804129368110235e-58,4.538037670811948e-57
316,KPNA4,16.132381,0.80412996,1.5108262319863317e-58,4.956730910597581e-57
317,VEGFA,16.115635,0.88572747,1.9811774341129912e-58,6.486758372982858e-57
318,APBB2,16.115242,1.0509238,1.9938456350750602e-58,6.515101230104422e-57
319,PARG,16.105423,1.381899,2.336916234558908e-58,7.605514959766867e-57
320,ARCN1,16.049572,0.8228223,5.755895837286726e-58,1.8695149679507286e-56
321,ST8SIA4,16.044205,0.96380335,6.2758113236110184e-58,2.0343148881325934e-56
322,HOOK3,16.041002,0.8095523,6.607851759923918e-58,2.1376795334893315e-56
323,BCLAF1,16.03896,0.7008821,6.8289414606632e-58,2.2048113185123336e-56
324,NSD2,16.025908,0.8599189,8.425194823196494e-58,2.70940918670715e-56
325,USP33,16.01943,0.8542499,9.350215555034309e-58,3.000938747307454e-56
326,TERF2,16.011625,1.0100429,1.0600548539727758e-57,3.3955208734749265e-56
327,SNRNP200,15.994879,0.6717816,1.3872742571007388e-57,4.434908254983464e-56
328,PCDHGB6,15.989371,1.2004443,1.5155317246402297e-57,4.835409667614407e-56
329,FEM1C,15.985012,1.3910052,1.6253464483645811e-57,5.175613004204077e-56
330,GLS,15.975006,1.3846765,1.9083558642202109e-57,6.064911787658752e-56
331,RABGAP1L,15.970098,0.77712303,2.0646315588357941e-57,6.535987624852494e-56
332,ATF2,15.964195,0.8660289,2.269491833807164e-57,7.170534509927694e-56
333,GABPB1-AS1,15.960263,0.68590933,2.417084989111364e-57,7.622031111294863e-56
