,names,scores,logfoldchanges,pvals,pvals_adj
0,RPL37A,52.258892,1.0730757,0.0,0.0
1,RPS29,50.0285,1.0658662,0.0,0.0
2,RPL38,48.90289,1.1235296,0.0,0.0
3,RPL41,47.51783,0.8482498,0.0,0.0
4,RPL36,45.73763,0.9554515,0.0,0.0
5,RPL39,45.57139,0.97283244,0.0,0.0
6,RPS21,45.298634,1.1396893,0.0,0.0
7,RPL37,45.055878,0.91901875,0.0,0.0
8,RPS27,43.86111,0.9081098,0.0,0.0
9,RPS28,43.42142,0.8768055,0.0,0.0
10,TMSB10,41.748684,0.87981474,0.0,0.0
11,RPL34,41.431507,0.79243064,0.0,0.0
12,RPLP2,41.025593,0.8423513,0.0,0.0
13,RPL21,40.26061,0.7535686,0.0,0.0
14,RPL36A,40.258995,0.99256694,0.0,0.0
15,ATP5F1E,39.271427,0.8864841,0.0,0.0
16,RPL35,39.040447,0.7568461,0.0,0.0
17,COX7C,38.894447,0.8029016,0.0,0.0
18,RPLP1,38.8571,0.63479674,0.0,0.0
19,RPL35A,38.76493,0.6828749,0.0,0.0
20,MIF,37.4687,0.7434024,2.9798436588914215e-307,2.199666410018031e-304
21,RPL32,37.03518,0.6267082,3.1109850877422694e-300,2.020895912997378e-297
22,RPS25,36.398533,0.711888,4.4906129758181266e-290,2.804905951049476e-287
23,RPS19,36.279087,0.61436564,3.4580079798022975e-288,2.0799277626662706e-285
24,FAU,35.991398,0.6057106,1.1403657342375883e-283,6.614121258578012e-281
25,RPS12,35.611126,0.60072076,9.423551827378782e-278,5.277189023332118e-275
26,RPS15,35.198486,0.60001,2.10894096775667e-271,1.1048129456893007e-268
27,RPL27,35.180874,0.7879181,3.9214486371692094e-271,1.990135183363374e-268
28,C4orf48,34.889038,0.8772319,1.0901632090668931e-266,5.364924398559498e-264
29,SEC61G,34.54547,1.0622351,1.6668985884865276e-261,7.961892081476827e-259
30,RPL24,34.14254,0.5749313,1.725489659327351e-255,8.006272019278909e-253
31,RPL23A,33.873436,0.7057778,1.6399672229885477e-251,7.19812640576595e-249
32,RPS15A,33.797337,0.597669,2.1580401946011574e-250,9.222782305348104e-248
33,RPL27A,33.69844,0.6224037,6.092694359778011e-249,2.5370604205844847e-246
34,ELOB,33.430115,0.7237666,5.007237044617551e-245,2.032938240114726e-242
35,RPS24,33.37792,0.5855753,2.867396817758843e-244,1.1357688858635027e-241
36,COX7A2,33.09544,0.70229304,3.45665945136543e-240,1.3365749878612995e-237
37,RPL30,32.921085,0.5709939,1.0974237451176974e-237,4.144688749002652e-235
38,ATP5MD,32.877373,0.9137512,4.628929153715012e-237,1.7084956694620864e-234
39,RPL31,32.042015,0.7470232,2.836237181783429e-225,1.001315039829628e-222
40,RPS27A,31.65717,0.48609143,6.042180110260929e-220,2.087766063630585e-217
41,UBA52,31.523928,0.60651493,4.083627884912828e-218,1.3816274343955069e-215
42,RPL23,31.27811,0.6581301,9.262690073770079e-215,3.069920138735226e-212
43,RPL22,31.155796,0.6081457,4.233428738583235e-213,1.3750176542918348e-210
44,RPS13,30.831177,0.55921215,1.0016173229056137e-208,3.0691066649032394e-206
45,TOMM7,30.645594,0.90421,3.025186454201497e-206,9.097968151154132e-204
46,RPL9,30.490528,0.49404833,3.479637705445654e-204,1.027442115207953e-201
47,RPS18,30.437431,0.48678142,1.756980635349019e-203,5.0952438425121555e-201
48,COX6C,30.386198,0.7233754,8.359310436971282e-203,2.340606922351959e-200
49,TPI1,30.364985,0.9504521,1.5933869647994563e-202,4.385865137007317e-200
50,TUBB2B,29.969347,0.45099416,2.4627970343521798e-197,6.450939328690226e-195
51,RPL26,29.860733,0.55137044,6.36942464070874e-196,1.6418961296049198e-193
52,UBL5,29.754366,0.7424899,1.5226688095780137e-194,3.86377210430421e-192
53,RPS10,29.463161,0.96975386,8.53987809011463e-191,2.1013275785372967e-188
54,TUBB2A,29.381618,0.6088317,9.432031168136857e-190,2.286211733888695e-187
55,PGAM1,29.345203,1.0185864,2.7511761942354606e-189,6.570456087409395e-187
56,ATP5ME,29.305426,0.8546583,8.84528096021816e-189,2.0818458375933756e-186
57,RPS16,29.1929,0.5190771,2.3864643149774516e-187,5.5365972107476877e-185
58,RPS23,28.897545,0.50287014,1.281795049427368e-183,2.8911599448195074e-181
59,GAPDH,28.827406,0.5873779,9.728678920640582e-183,2.164297885906891e-180
60,RPS17,28.305357,0.63650155,2.9692000394436384e-176,6.429307818741958e-174
61,UQCR11,28.241943,0.80205965,1.787578016176642e-175,3.770164543208918e-173
62,TMA7,27.808565,0.78154236,3.417371251915066e-170,6.851618411246997e-168
63,RPL28,27.696962,0.4985561,7.595959210512739e-169,1.4862455129967094e-166
64,NDUFA4,27.498516,0.4638228,1.8288126735115282e-166,3.535704502122288e-164
65,RPL11,27.4787,0.42417872,3.155401250678787e-166,6.028672507179235e-164
66,COX7B,27.3999,0.81139636,2.7500736754936345e-165,5.193162382560072e-163
67,PGK1,27.068886,1.0103829,2.2896061052593347e-161,4.2739313964840913e-159
68,RPL18A,26.788515,0.4324377,4.3974586277829e-158,8.024126754516212e-156
69,TMEM258,26.647087,0.840519,1.934322623281318e-156,3.4520219123174294e-154
70,RPS2,26.447577,0.42087722,3.8905966140110916e-154,6.721626490589375e-152
71,RPS20,26.208134,0.6159466,2.1466857397811495e-151,3.631476709796444e-149
72,UQCRB,26.1786,0.63873476,4.6581978285929915e-151,7.7988796635412554e-149
73,RPS11,25.983156,0.48127452,7.677418624279264e-149,1.2594068531140936e-146
74,RPL19,25.963701,0.41768274,1.2734656126418441e-148,2.068108154930355e-146
75,RPS14,25.842152,0.40143195,2.9811133745611714e-147,4.793394178502319e-145
76,SERF2,25.819998,0.6285904,5.288027546683213e-147,8.419369348836802e-145
77,FAM162A,25.778347,1.3532941,1.5512035255383762e-146,2.4457810926935172e-144
78,HIST1H4C,25.644205,1.0929015,4.906749298093509e-145,7.589105581051294e-143
79,EEF1G,25.556587,0.45154533,4.638876684355986e-144,7.107109184334077e-142
80,OST4,25.524467,0.8349608,1.0549711832410478e-143,1.6011899080219266e-141
81,SNHG6,25.423407,0.7927804,1.3899411800551546e-142,2.0900597003792325e-140
82,RPL8,25.420448,0.41267154,1.4987252820190819e-142,2.2329631724761367e-140
83,RPS3A,25.102835,0.3790358,4.631266509294574e-139,6.775834964949899e-137
84,RPL13A,25.067081,0.4169528,1.1371423694085572e-138,1.648856435642408e-136
85,ATP5MPL,24.99661,0.6947977,6.654734777841383e-138,9.563972813464076e-136
86,COX6B1,24.360857,0.5365494,4.448340529506194e-131,6.122122898235643e-129
87,PTMA,24.28901,0.33392054,2.5614036715362217e-130,3.495562657625903e-128
88,UQCRQ,23.996294,0.7547223,3.039896157508674e-127,4.113992799828406e-125
89,SOX4,23.939886,0.5601821,1.177696121807444e-126,1.554941871394544e-124
90,ENO1,23.760813,0.8173642,8.49451690787728e-125,1.1036076366714162e-122
91,ATP5MG,23.743025,0.56238306,1.297045885412196e-124,1.6717480300868304e-122
92,RPL29,23.570719,0.37242103,7.698132852619833e-123,9.767006056761415e-121
93,NDUFB1,23.435076,0.8554598,1.876768440706804e-121,2.308993899778674e-119
94,CCNI,23.338932,0.46234944,1.785291240011233e-120,2.163666398341972e-118
95,COMMD6,23.05674,0.61503375,1.2588388081216836e-117,1.470758434812672e-115
96,GNAS,23.017946,0.39091265,3.0820641344348033e-117,3.5751943959443717e-115
97,RPL14,22.948914,0.40986452,1.510738985658465e-116,1.715692386510033e-114
98,BNIP3,22.68957,1.057831,5.678978237284021e-114,6.273918814523298e-112
99,IGFBP2,22.570547,1.1937543,8.439603361581923e-113,9.076765469674864e-111
100,RPL10,22.445417,0.354344,1.4186448234953131e-111,1.5058033943505808e-109
101,UQCR10,22.423624,0.6037153,2.31540857897806e-111,2.441703592376863e-109
102,RPL12,22.41488,0.43420276,2.8179547339392396e-111,2.952489347043435e-109
103,NDUFA3,22.18683,0.8846736,4.603218843051135e-109,4.761546115359901e-107
104,H3F3A,22.135172,0.29445988,1.4495833193178137e-108,1.4531625373902035e-106
105,RPL17,22.106808,0.3840368,2.71826695088567e-108,2.708261060268913e-106
106,RPL3,22.054333,0.3339022,8.680170765061873e-108,8.543392316642717e-106
107,COX6A1,21.911892,0.44029027,2.0009576253717484e-106,1.9458414273076165e-104
108,PET100,21.71975,0.8093146,1.3350712701184785e-104,1.27538573098377e-102
109,RPSA,21.712309,0.3612675,1.5697225269339178e-104,1.4907774173922119e-102
110,RPL13,21.689316,0.30116788,2.588115171717798e-104,2.4436622319009903e-102
111,RPL6,21.580029,0.35221767,2.766939620144799e-103,2.5974045913960428e-101
112,UQCRH,21.418123,0.48933747,9.056512780258347e-102,8.404443860079746e-100
113,NDUFA1,21.348326,0.78778267,4.041638668019183e-101,3.708260563199522e-99
114,NDUFS5,21.16412,0.47328058,2.0454815918087376e-99,1.8454789472763275e-97
115,COX5B,21.064726,0.5255187,1.675925898721812e-98,1.5037036792951507e-96
116,RPL18,20.812574,0.3085161,3.3297471478731097e-96,2.861116067802079e-94
117,C4orf3,20.789736,0.8585628,5.360462301484071e-96,4.5577962186440477e-94
118,PPDPF,20.627996,0.47740385,1.5389718040004591e-94,1.2882939225240957e-92
119,RPS7,20.547033,0.36745557,8.181394330502601e-94,6.813633021916013e-92
120,SEZ6L2,20.416656,0.6495458,1.18928975356129e-92,9.421495413578219e-91
121,RPL15,20.364016,0.2768412,3.487852825176259e-92,2.7496470815952643e-90
122,ATP5MF,19.931902,0.61135525,2.1522684057376487e-88,1.610729903648821e-86
123,RPS8,19.849054,0.32458806,1.1229304520913177e-87,8.289268428164999e-86
124,RACK1,19.738392,0.38971528,1.0093820991099787e-86,7.383948328624348e-85
125,COPS9,19.736872,0.68269956,1.0402273259083837e-86,7.575467162669127e-85
126,TUBA1A,19.690533,0.32315972,2.5994107084569644e-86,1.867895128554916e-84
127,NDUFB4,19.68152,0.6261108,3.1054972079699153e-86,2.221730161120327e-84
128,RPL5,19.544687,0.32125413,4.5779036257096517e-85,3.204532537996756e-83
129,JUND,19.486738,0.4922949,1.4226627193911699e-84,9.873522462783161e-83
130,RPL4,19.454224,0.47101495,2.6838379864222666e-84,1.8468444448939664e-82
131,ROMO1,19.290487,0.82962227,6.456278195796131e-83,4.2795901183562925e-81
132,UBC,19.138918,0.39404917,1.1972982136880524e-81,7.840372173505634e-80
133,RPS26,18.966717,0.48447555,3.213660118386721e-80,2.0710254096269979e-78
134,SNHG29,18.85327,0.45008507,2.7622718757732463e-79,1.766113986714863e-77
135,EEF1A1,18.523735,0.2988998,1.3288808057248214e-76,8.237032169836298e-75
136,PFDN5,18.520527,0.409925,1.4104749448962402e-76,8.709548709169179e-75
137,FTL,18.3419,0.29992655,3.831728793918718e-75,2.2710684530379555e-73
138,TPT1,18.297434,0.29767868,8.673959458793771e-75,5.103808029377204e-73
139,RPS5,18.205305,0.30292225,4.684395384787825e-74,2.716949323176938e-72
140,SUMO2,18.052443,0.29167745,7.547713161775566e-73,4.322490899802879e-71
141,SLIRP,17.995808,0.7072981,2.101348297348354e-72,1.1808268632850267e-70
142,MT-ND3,17.899872,0.42246848,1.1819534559568475e-71,6.484771663763244e-70
143,RPL10A,17.6947,0.3331767,4.606791890254088e-70,2.4529278786139795e-68
144,VDAC1,17.617079,0.50835097,1.8217202961361026e-69,9.605434288717632e-68
145,MARCKSL1,17.604485,0.2890298,2.2756713228314444e-69,1.1960162551062349e-67
146,NACA,17.447453,0.26960146,3.5992700169300864e-68,1.8674806733209138e-66
147,RAB3A,17.445684,0.5907487,3.712493988610736e-68,1.9200924323260624e-66
148,TUBB,17.445488,0.29909477,3.725291553384788e-68,1.9205947564117128e-66
149,FTH1,17.216764,0.26479176,1.9879844536979425e-66,9.903333597562756e-65
150,DDT,17.07753,0.68013245,2.181595158475655e-65,1.0671417281218264e-63
151,COX8A,16.98241,0.48542935,1.1083817194856231e-64,5.365687222237207e-63
152,ANKRD37,16.879892,1.1887025,6.32600312963519e-64,3.0039266323179964e-62
153,MRPL52,16.84383,0.7654963,1.1645065225495216e-63,5.497554048315183e-62
154,SRP14,16.83968,0.26451257,1.249106205694934e-63,5.879850661010357e-62
155,PTMS,16.838915,0.34790745,1.265374640709828e-63,5.9392150766264755e-62
156,ENO2,16.76211,0.5538617,4.6193060012717266e-63,2.1494994114800238e-61
157,TUBA1B,16.759659,0.47552547,4.8138430578451096e-63,2.2336231788401307e-61
158,SEM1,16.757826,0.68435085,4.964436174101e-63,2.2969357113219446e-61
159,TLCD3B,16.7285,0.7549525,8.125899332424797e-63,3.7383740838124284e-61
160,POLR2L,16.640211,0.79664695,3.5636439489518125e-62,1.6165803835468557e-60
161,RPLP0,16.629717,0.27605304,4.245924991565962e-62,1.9153839406397562e-60
162,TMEM256,16.442097,1.0014261,9.555546307820885e-61,4.19411005510841e-59
163,RPL7,16.41633,0.3207903,1.4614371114121055e-60,6.397234148068084e-59
164,SNRPD2,16.316978,0.5140077,7.474548150207523e-60,3.228368669132185e-58
165,MZT2B,16.260489,0.48887196,1.8823362846700044e-59,8.08707440821187e-58
166,MYL6B,16.11935,0.4769899,1.8656020257677617e-58,7.910542271140587e-57
167,POLR2I,16.041243,0.58256197,6.58235280619443e-58,2.762206965700195e-56
168,ATP5IF1,15.952777,0.40703592,2.725035329206949e-57,1.1376497107023354e-55
169,SLC25A6,15.898119,0.45616394,6.529618677411771e-57,2.698244461098401e-55
170,IFI27L2,15.866113,0.9231934,1.0877327205907127e-56,4.483446543754612e-55
171,PFKP,15.749831,0.83829576,6.886515753101558e-56,2.7889530132261674e-54
172,PKM,15.746023,0.51115334,7.313885813852578e-56,2.94733264558228e-54
173,RPS3,15.741604,0.27692857,7.842982598397103e-56,3.152723697969529e-54
174,NME2,15.468146,0.4187644,5.69229472196673e-54,2.1905892484535474e-52
175,PCSK1N,15.443766,0.34597978,8.31029481385979e-54,3.175510300637247e-52
176,MT3,15.3841505,1.2770408,2.0910216598248347e-53,7.897253896640771e-52
177,TUBB3,15.341713,0.26396117,4.0243196748772013e-53,1.5058744589863076e-51
178,ATP5PF,15.279655,0.364332,1.0449106852177045e-52,3.87428071414053e-51
179,GABARAP,15.230451,0.30828074,2.220552586948331e-52,8.08559955426926e-51
180,NDUFC1,15.2057295,0.64742,3.2400267530024103e-52,1.1692896548613143e-50
181,NAA38,15.117719,0.66307616,1.2375588818772155e-51,4.417133239930984e-50
182,SNRPF,15.078241,0.4985287,2.2518896478442672e-51,8.002338704812012e-50
183,ATOX1,14.86981,0.57439494,5.176000217661548e-50,1.8155128193266424e-48
184,TXN,14.860869,0.40933603,5.915262066927708e-50,2.0703417234246977e-48
185,C19orf53,14.8273,0.44659784,9.757932280678543e-50,3.393336621803416e-48
186,MYL6,14.779719,0.31324673,1.9798844148199226e-49,6.812144681499056e-48
187,CFL1,14.730504,0.25976104,4.1063039075569735e-49,1.4009742743429674e-47
188,SNRPB2,14.680429,0.47445476,8.60431757372443e-49,2.9233078953406852e-47
189,NDUFV3,14.637072,0.5977263,1.629365049346292e-48,5.455853278635831e-47
190,MRPL33,14.603212,0.73202604,2.6791699737911336e-48,8.934234163114582e-47
191,ATP6V1F,14.597138,0.407759,2.9288369397806225e-48,9.746785225827318e-47
192,RPL7A,14.586148,0.228885,3.440816343104926e-48,1.1403848451433468e-46
193,TMSB15A,14.537244,0.42369872,7.036958142280325e-48,2.3133643771383093e-46
194,UBB,14.400391,0.37856418,5.145210393117399e-47,1.6611971527679234e-45
195,TMSB4X,14.378856,0.25596717,7.024610252802637e-47,2.2545389427967354e-45
196,RBX1,14.355822,0.4213018,9.795830130475427e-47,3.13158034092364e-45
197,NDN,14.338571,0.40060484,1.2561546749843345e-46,3.999990572891292e-45
198,RNASEK,14.322252,0.33739066,1.588896703564783e-46,5.0496443181784887e-45
199,GUK1,14.274785,0.36907047,3.142536135829654e-46,9.890462567029763e-45
200,SEC62,14.186278,0.35561493,1.114167448832943e-45,3.4596710074659643e-44
201,ETFB,14.159715,0.49890575,1.6265284358128333e-45,5.002807158636442e-44
202,COX17,14.072967,0.6614215,5.5683345289835994e-45,1.6839804981507197e-43
203,SNRPE,14.020699,0.4327091,1.164622138043188e-44,3.496019135271973e-43
204,NDUFB3,13.969787,0.6600341,2.3834081035763336e-44,7.089111282432172e-43
205,HK2,13.9607315,1.2937514,2.706408995668619e-44,8.020452936069046e-43
206,KRT10,13.810902,0.4608307,2.1907136406596333e-43,6.353069557912936e-42
207,C12orf57,13.683507,0.4759302,1.2739735232089312e-42,3.610703318832992e-41
208,BTF3,13.586918,0.26475736,4.78823011793065e-42,1.3407044330205821e-40
209,RPL36AL,13.583389,0.4447809,5.024649462646548e-42,1.4044803317277098e-40
210,NDUFB7,13.552158,0.4104599,7.693388711501828e-42,2.143064025296564e-40
211,SNRPG,13.485113,0.4796294,1.9137069503989115e-41,5.267559470250564e-40
212,AL162231.1,13.46271,0.8955906,2.5923140830484624e-41,7.075492556085215e-40
213,HCFC1R1,13.431862,0.6847409,3.933921792777084e-41,1.0683426407140441e-39
214,RPS6,13.406727,0.28056106,5.522275382014444e-41,1.4946958700652427e-39
215,BEX1,13.352213,0.3134169,1.1498124348882162e-40,3.071209530030367e-39
216,NDUFA2,13.342538,0.52935386,1.3092541985538414e-40,3.4913445294769104e-39
217,SSBP4,13.3206415,0.70170194,1.7559282141896972e-40,4.667147986651503e-39
218,AC010642.2,13.319234,0.6391012,1.7893416648816564e-40,4.748187685895115e-39
219,YBX1,13.287341,0.22159567,2.7414785376622445e-40,7.2275343265641e-39
220,RPS9,13.239523,0.25685382,5.187747371569778e-40,1.3523116743867287e-38
221,SVBP,13.23143,0.42054302,5.777714719646531e-40,1.5012813927529545e-38
222,EEF1A2,13.219086,0.51106215,6.808694878275571e-40,1.7635279876107698e-38
223,NDUFB11,13.141713,0.33963287,1.898797932259001e-39,4.856138333840342e-38
224,BRK1,13.12645,0.36674577,2.322956893299649e-39,5.922263727972731e-38
225,DAD1,13.118047,0.4783745,2.5953865834534887e-39,6.606438576063426e-38
226,BNIP3L,13.051518,0.3840828,6.229297227627787e-39,1.5660028943757783e-37
227,C18orf32,13.009526,0.34725577,1.0800941290104348e-38,2.682068601701752e-37
228,POMP,12.932734,0.37700948,2.9417153886512566e-38,7.205649760436864e-37
229,RPS4X,12.911064,0.2579969,3.898739088573526e-38,9.521131247884821e-37
230,NDUFB8,12.77774,0.38234025,2.1832194461027165e-37,5.191139649298406e-36
231,PFDN2,12.761183,0.30602816,2.7006829825888463e-37,6.412147900181705e-36
232,COX16,12.74297,0.4873079,3.411542250253921e-37,8.05282647443658e-36
233,GPI,12.715972,0.6195257,4.820761173936025e-37,1.1362722999233824e-35
234,MAZ,12.6981325,0.52542883,6.055783329830916e-37,1.42118383347477e-35
235,CDKN2D,12.68378,0.45401248,7.273819544229313e-37,1.7021156973816145e-35
236,TBCA,12.596224,0.36161658,2.2149619822727765e-36,5.116782730029856e-35
237,NT5DC2,12.574348,0.6346653,2.9219924529862113e-36,6.721410401769982e-35
238,TRMT112,12.475534,0.44391003,1.0152238092714228e-35,2.2835505072808735e-34
239,CALM3,12.370926,0.29261974,3.7546743395408463e-35,8.206717533532079e-34
240,WDR54,12.341062,0.71570474,5.443346217850167e-35,1.1802395537768585e-33
241,MRFAP1,12.247329,0.30995458,1.7362114186017296e-34,3.7197986066084555e-33
242,DBI,12.228206,0.6482941,2.197397267916484e-34,4.67702904730848e-33
243,LSM7,12.167979,0.3566211,4.60335994314587e-34,9.69631199438248e-33
244,PRDX5,12.144137,0.35750833,6.162893502693921e-34,1.2914243933387005e-32
245,SMIM26,12.084108,0.5171732,1.2815267279834062e-33,2.6750635041710176e-32
246,OLFM2,12.017922,0.5647966,2.8607477929667514e-33,5.910756254170488e-32
247,UQCC2,11.988213,0.6124061,4.096479565026602e-33,8.389259537961162e-32
248,PLPPR3,11.84514,0.41420582,2.2803616372064898e-32,4.577635721660494e-31
249,RBPJ,11.83831,0.53037894,2.47385737490879e-32,4.953815507832152e-31
250,ATAT1,11.816683,0.5321019,3.200736174224384e-32,6.385743915160196e-31
251,NEDD8,11.762614,0.3481045,6.082124534301755e-32,1.2045573467934207e-30
252,PARK7,11.634889,0.28276244,2.739487836266159e-31,5.2900454769277554e-30
253,HINT1,11.568412,0.21789378,5.95749661077408e-31,1.1395729677146178e-29
254,NOP10,11.538206,0.43533555,8.467257416376585e-31,1.612054635896316e-29
255,SSR4,11.516216,0.3676056,1.0930598178113854e-30,2.0593145523499884e-29
256,DPCD,11.416533,0.72151977,3.457513379226236e-30,6.402510522079142e-29
257,HSBP1,11.41137,0.25666055,3.669052519414422e-30,6.786493498324625e-29
258,ATP6V0C,11.195995,0.27980486,4.2658428833000116e-29,7.671903480043432e-28
259,NDUFA12,11.193367,0.33308265,4.3942426518637743e-29,7.894081932109259e-28
260,SNHG25,11.18871,1.4125873,4.631206740905358e-29,8.301412524536756e-28
261,VDAC2,11.083449,0.2551052,1.5094247179765813e-28,2.6586830173470368e-27
262,APLP1,11.074581,0.331772,1.666571535436709e-28,2.9322992129460623e-27
263,DPYSL2,11.016881,0.29821813,3.168499852248822e-28,5.521076995764042e-27
264,PFDN4,10.990721,0.5115371,4.235310015539794e-28,7.340601350305897e-27
265,RTN1,10.949401,0.31918034,6.688866059203678e-28,1.1507117034053785e-26
266,RBIS,10.944341,0.49326345,7.073056083929913e-28,1.2155177862753629e-26
267,TOMM6,10.934675,0.36475953,7.868704372093321e-28,1.3508219767737373e-26
268,RAC3,10.903642,0.53464866,1.1073485669525743e-27,1.892983234453664e-26
269,BEX3,10.819315,0.25623298,2.788533792934895e-27,4.717269666381531e-26
270,YWHAH,10.80371,0.3216484,3.305699572060682e-27,5.5689378682848e-26
271,ZFAS1,10.802303,0.3363577,3.356771787461894e-27,5.649116458899602e-26
272,COX5A,10.795484,0.26479414,3.615544967116598e-27,6.072021744154453e-26
273,TXNDC17,10.78141,0.5075752,4.2137605593689525e-27,7.033039207004295e-26
274,PRDX2,10.7377205,0.24648769,6.769515408335821e-27,1.1252500535452789e-25
275,H1FX,10.692893,0.3588619,1.0988918895991192e-26,1.813618321858709e-25
276,MZT2A,10.663774,0.45153904,1.5037032820019982e-26,2.4691750555826545e-25
277,PTOV1,10.649265,0.4266784,1.7574679984700764e-26,2.871356166514491e-25
278,YPEL3,10.640883,0.5464144,1.9229771613946957e-26,3.1386079498542568e-25
279,GABARAPL2,10.613016,0.28345212,2.5924347204426245e-26,4.214328314313136e-25
280,AC012146.1,10.599274,0.7717476,3.0030345864858436e-26,4.85749817575001e-25
281,LSM3,10.560096,0.4231854,4.5619579186725336e-26,7.328011533060529e-25
282,NDUFA6,10.45793,0.34320393,1.347686625635472e-25,2.1373467578437565e-24
283,NDUFA13,10.452486,0.2904273,1.4273357730965322e-25,2.261456873667091e-24
284,AP1S1,10.439364,0.41328305,1.6390362682764079e-25,2.5918158711595782e-24
285,ARF5,10.426844,0.4697668,1.869969525236973e-25,2.954115281113662e-24
286,MTLN,10.4255085,0.93496376,1.8964160827290243e-25,2.9929832053954668e-24
287,EEF1B2,10.422353,0.301636,1.9604281649125187e-25,3.0910051842892527e-24
288,ALDOC,10.365738,1.0827861,3.5500617798530093e-25,5.581123262808603e-24
289,MGST3,10.27868,0.380226,8.792351941691804e-25,1.3690105036728176e-23
290,TLE5,10.265983,0.40145007,1.002943821708529e-24,1.5586418817747857e-23
291,NDUFC2,10.22577,0.24876519,1.5201459079970496e-24,2.357895849653494e-23
292,DYNLRB1,10.21445,0.31678268,1.7084619291120887e-24,2.6474639054179694e-23
293,PPP1R1A,10.160339,0.394418,2.980371540868326e-24,4.587794675232381e-23
294,STMN2,10.116443,0.20562902,4.670833275117978e-24,7.149324447494437e-23
295,BLOC1S1,10.107306,0.42916197,5.1275090374842784e-24,7.84093660722643e-23
296,CCDC115,10.100735,0.47749025,5.482997512494503e-24,8.36092766224514e-23
297,CALY,10.078248,0.5157062,6.894436910632612e-24,1.0473868608856279e-22
298,H2AFZ,10.008047,0.23191845,1.4049896208767765e-23,2.0990829294423964e-22
299,FABP5,9.988831,0.35251543,1.7058251084354646e-23,2.539193378642708e-22
300,SPRY1,9.968682,1.1492115,2.0898208196687243e-23,3.096595813085774e-22
301,DPM3,9.910299,0.71489835,3.755211275667767e-23,5.4793019871378735e-22
302,TUBB4B,9.86515,0.38095504,5.894614376798523e-23,8.5243577452545e-22
303,SREK1IP1,9.803631,0.5227215,1.0860977897268794e-22,1.555399303806395e-21
304,COX14,9.76435,0.61923087,1.601361279809857e-22,2.2772423103425634e-21
305,ATP5F1D,9.748144,0.3151362,1.8787049278347373e-22,2.657680141814994e-21
306,HILPDA,9.707208,0.7370669,2.809279631330589e-22,3.9534403130683506e-21
307,NRN1,9.642573,0.8217209,5.284619450340088e-22,7.322715006273295e-21
308,SSU72,9.6186285,0.38115332,6.671502364135324e-22,9.220867948387887e-21
309,NDUFB2,9.617707,0.31680924,6.731493196434704e-22,9.295871556981257e-21
310,TMEM59L,9.603261,0.4549241,7.745417823355222e-22,1.0659795377227866e-20
311,HK1,9.548944,0.45782584,1.3102482069846984e-21,1.791113710558207e-20
312,EDF1,9.53009,0.21457586,1.5714702907860077e-21,2.1356215499886834e-20
313,MRPL43,9.483182,0.46521643,2.4664450727346964e-21,3.3240720316358067e-20
314,ATP5PD,9.465207,0.35956183,2.9297875251957906e-21,3.935463143852741e-20
315,INAFM1,9.445288,0.50169784,3.544300843739527e-21,4.745213990299251e-20
316,SEC61B,9.413012,0.28830236,4.8211995184413995e-21,6.422992631623324e-20
317,GTF2H5,9.399539,0.4139067,5.480284375844569e-21,7.277172384604726e-20
318,LY6H,9.397852,0.37669784,5.5688341638337354e-21,7.388714609531036e-20
319,CTDNEP1,9.389987,0.42662644,6.0007458026605476e-21,7.929382574060805e-20
320,KRTCAP2,9.373462,0.37466642,7.019194957808439e-21,9.245071055540068e-20
321,PRDX4,9.35054,0.44800076,8.720095483931008e-21,1.145747173616825e-19
322,CD24,9.341083,0.1696197,9.535429186850486e-21,1.2518623281685683e-19
323,ATP6V1G1,9.316981,0.25168177,1.1969686274308182e-20,1.565118398508574e-19
324,NDUFS4,9.297559,0.37104228,1.4370777719832794e-20,1.8760565126212586e-19
325,TRAPPC1,9.284437,0.31256497,1.625643159146709e-20,2.1154202647870639e-19
326,ALKBH5,9.259115,0.5367325,2.0613310943281992e-20,2.6695388334840474e-19
327,RAD23A,9.240799,0.46399698,2.4466294267914384e-20,3.15844689118386e-19
328,BASP1,9.237746,0.1516225,2.5174310921617482e-20,3.2465718428290953e-19
329,RNF181,9.234011,0.40628406,2.6068341845501697e-20,3.354594861893404e-19
330,BOLA3,9.227595,0.589955,2.767762358869336e-20,3.5504313355480264e-19
331,PDK1,9.227346,0.53446317,2.774185456589832e-20,3.555862021706304e-19
332,NOP53,9.2075815,0.42248648,3.3355422290616634e-20,4.251899984298384e-19
333,C1QTNF4,9.205088,0.5488844,3.413914723061839e-20,4.3483902041195505e-19
334,AK4,9.189007,0.87159866,3.964841615182491e-20,5.030392799262786e-19
335,NNAT,9.183533,0.4422854,4.1717487287958086e-20,5.280529957571624e-19
336,NKAIN1,9.156877,0.5431846,5.3421258248954913e-20,6.730498323995561e-19
337,SH3BGRL3,9.155769,0.3681417,5.397199194693158e-20,6.794613559830766e-19
338,MLLT11,9.134763,0.15806264,6.555052262055342e-20,8.214046970353299e-19
339,SLC25A3,9.108903,0.21130279,8.32194300702786e-20,1.0372091668007095e-18
340,EIF4A1,9.093008,0.20673907,9.633617827570806e-20,1.1988502185421446e-18
341,UBE2M,9.076379,0.3021417,1.1224737224052724e-19,1.3915246757146279e-18
342,CNIH2,9.067396,0.3903128,1.2189467638194838e-19,1.5076691122946243e-18
